forecast_id,weather_state_name,weather_state_abbr,wind_direction_compass,created,applicable_date,min_temp,max_temp,the_temp,wind_speed,wind_direction,air_pressure,humidity,visibility,predictability,woeid
4837327663792128,Clear,c,NE,2021-06-03T03:36:14.872297Z,2021-06-10,11.4,24.36,23.8,2.4792710570269625,40,1018,34,null,68,638242,
4838680846925824,Showers,s,WSW,2021-06-06T15:36:07.150076Z,2021-06-11,15.42,23.1,20.75,2.796423685675654,248,1019,63,9.999726596675416,73,638242,
4850088783380480,Heavy Cloud,hc,W,2021-06-05T00:32:02.695109Z,2021-06-08,12.745,22.625,21.595,3.7207685414671654,260.0688531444483,1023,50,9.674749463135289,71,44418,
4855492691099648,Heavy Rain,hr,NNW,2021-06-06T21:32:13.476713Z,2021-06-14,17.6,22.11,21.08,1.5037182852143482,347,1013,72,null,77,44418,
4855899471478784,Showers,s,NE,2021-06-07T00:43:43.956186Z,2021-06-11,15.295,22.575000000000003,19.395,4.534025279021183,37.80616805579958,1012.5,70,12.854927225005966,73,2122265,
4857299630817280,Heavy Rain,hr,ESE,2021-06-02T03:43:55.657553Z,2021-06-10,14.39,23.19,23.19,2.243150003976776,106,1010,47,null,77,2122265,
4861655834951680,Heavy Rain,hr,NNE,2021-06-06T00:36:10.165273Z,2021-06-12,14.765,24.215,26,5.125651594687027,20.00000000000001,1018,56,9.999726596675416,77,638242,
4863251918618624,Heavy Rain,hr,SW,2021-06-06T06:43:54.860068Z,2021-06-14,17.62,27.56,26.36,1.7274119144197884,217.99999999999997,1014,37,null,77,2122265,
4863441064951808,Light Cloud,lc,NE,2021-06-04T09:43:52.737782Z,2021-06-11,15.01,22.98,22.54,4.266429849677881,47.5,1020,41,9.999726596675416,70,2122265,
4864052393148416,Light Rain,lr,NW,2021-06-05T12:36:01.448898Z,2021-06-08,15.26,21.07,20.885,3.70784566004401,318.3295630553023,1020.5,65,13.071164399904555,75,638242,
4873182554095616,Heavy Cloud,hc,WSW,2021-06-05T03:32:02.169822Z,2021-06-08,12.585,22.735,22.14,3.9842292558233248,249.5605219461472,1023,48,14.378529388371907,71,44418,
4879203964026880,Showers,s,WSW,2021-06-05T06:32:02.263417Z,2021-06-09,13.525,24.815,23.91,4.410721172613272,250.54620383452792,1021.5,48,14.62241758132506,73,44418,
4879453474783232,Showers,s,NE,2021-06-02T03:43:50.164614Z,2021-06-08,14.87,25.955,23.2,3.9092464010180543,40.5,1013,40,9.999726596675416,73,2122265,
4883111847395328,Showers,s,N,2021-06-07T00:35:58.896130Z,2021-06-09,14.665,22.205,20.31,3.819498204159707,356.08309177936053,1021,62,12.87015081921578,73,638242,
